Category;Category_Description;Attribute;concept;Human_Description;Annotation_Guideline;Normalization_params;Normalization_instruction;Normalization_Function_Description;Data_Types;Normalized_Datatype;Unique Values Count (target_scores);NA Values Percentage (target_scores);Unique Values List (target_scores)
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Depth;dimensions;The 'Depth' attribute determines the depth of the product. It can be measured in inches, cm, feet or meters.;"* If unit is provided, its added
* Do not include ""D"" identifier -> redundant ";[Unit Conversion];"Convert and standardize the Depth measurement to centimeters (cm). 
If the width is not already in cm, convert it from inches, mm, meters, yards, or feet to cm.
If no unit is specified, assume the measurement is in inches.
For width ranges, use the larger value in the range for conversion.
Output the final width value as a single numeric figure in cm, rounded to one decimal place.
Exclude any unit indicators in the output.";"1 inch = 2.54 cm
1 foot = 30.48 cm
1 yard = 91.44 cm
1 mm = 0.1cm
1 m = 100cm";"[""Numeric"", ""Numeric with Fraction"", ""Numeric with Decimal"", ""Numeric with Unit"", ""Numeric with Fraction with Unit"", ""Numeric with Decimal with Unit"", ""Free Text""]";Numeric with Decimal;37;87,09;"17, 19-1/4"", 13-3/4"", 11 3/4, 24, 12, 22, 16 1/2"", 5 3/4, 3-1/2, 16 1/8"", 7, 17-1/2, 17 1/4"", 18, 8 3/4"", 14 3/8, 30, 4, 15 3/4"", 18"", n/a, 3 1/2"", 10-1/8, 2 1/4, 3"", 10"", 9, 10 15/16"", 17"", 26 3/4"", 13 1/4, 3-1/2"", 13-7/8, 13, 30"", 10 1/8"
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Paper Weight;functional_paper;The 'Paper Weight' attribute refers to the thickness and weight of paper, typically measured in pounds (lb) or grams per square meter (g/m²).;* Logest Substring Rule for details in paranthesis ;[Unit Conversion];"Convert the Paper Weight from lbs (pounds) or grams to kilograms (KG), and present the result as a single numeric value in KG.
Round the final value to one decimal place.
Do not include any unit indicators in the output.";"1 lb = 0.453 kg
1g = 0.001 kg";"[""Numeric with Unit""]";Numeric with Decimal;25;90,67;15lb, 32 lb., 18lb, 24 lb., 16 lbs. (68gms/meter2), 28lb, 24 lbs., Lbs. 16-24, 40 lb, 40-lb, 18 lbs., 180 g/m2, 20-lb, 68 lbs., 16-lb., 76 lbs., 24-lb., 200 lb., n/a, 250g/m2, 32-lb, 65 lb, 20-lb., 18 lb., 20 lb
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Sheet Perforation;functional_paper;The 'Sheet Perforation' attribute refers to a specific type of sheet perforation commonly found in office products and stationery, especially notebooks, pads, or sheets of paper. The Letr-Trim feature is often associated with quality paper products.;* Describes both if sheets are perforated (the the terms perforated is included) and how (if mentioned, then the term perforated is not included);None;None;None;"[""Free Text""]";None;8;95,3;High-quality perforation, Letter Trim, Microperforated, pinhole stubs, n/a, Letr-Trim, microperforated, Perforated
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Capacity;functional;The 'Capacity' attribute determines the maximum amount or volume that a container, space, or system can hold or accommodate.;* Logest Substring Rule if more than an numeric value is present ;None;None;None;"[""Numeric"",""Numeric with Unit"", ""Free Text and Numeric with Unit"", ""Free Text with Numeric"", ""Free Text""]";None;58;80,51;"900 entries, 1"" capacity metal fastener on each side, 16 lbs., 45 names, 60-Sheet, 28-1/8 qt, 400GB Native/800GB Compressed, One 100 Count Roll, 50 lbs, 300 3 x 5 cards, 1/2"" letter size paper, 13-19 gal, 30 Sheet, 20-Sheet, 2 to 60 sheets, 50 2 x 3 1/2 Cards, Four-Sheet, 5 1/2"" x 8 1/2"" page size, 25 sheets, 35 Sheet, 20 Sheet, 20 sheets, 1,200 sheets, 250 1 3/4 x 3 1/4 Cards, 4"", five to ten pages, 400-card, 3 1/2L/8L, 120, 2"" capacity prong fasteners inside front and back covers, plus 1"" capacity metal fastener on each side, 1/8"", 10-Sheet, 1"" of letter size paper, 50 business cards, 300, 15-Sheet, 130 ml, 75, 30 sheets, 12 sheets, 2"" capacity prong fasteners inside front and back, n/a, 50 Sheet, 350 lbs., 3 1/2"", 210 standard staples, 250-sheet, 35-page, one 3.5L or one 8L refill, 50 sheets, 2,200, 10 Sheets, 250 Cards, 50, 12 lb. breaking strength (based on 1/8"" wide band), 200 Sheets/Hour, 3-1/2"", 40-45 Gallon"
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Page Yield;functional_paper;The 'Page Yield' attribute usually describes how many pages can be printed with an ink cartridge. It refers to the estimated number of pages that a particular printer cartridge or consumable can produce before it needs to be replaced or refilled. ;* Is a single numeric value and only applicable to Toner Cartridges;None;None;None;"[""Numeric"", ""Numeric (abbrevaited)""]";None;21;92,74;500, 333, 335, 31500, 420, 1500, 25K, 298, 10000, 2,600, 6K, n/a, 24 000, 10K, 3500, 20K, 24,000, 6,000, 425, 10, 000, 10,000
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Brand;identification;The 'Brand' attribute refers to the name of the company or manufacturer that produces or markets the product.;"* Longest Substring Rule: include subbrand if mentioned.

";[To Uppercase];Return the Brand in Uppercase Format;"Consider the following pseudo code which could help you in returning the Brand name in uppercae format:
def to_uppercase(brand_name): 
    if brand_name:
        return brand_name.upper()
    else:
        return ""n/a""";"[""Name""]";Name;51;0;Mighty Leaf Tea, Ice Mountain, Emergen-C, Royal Albert, Stolzle, Pop Weaver, Ocean Spray, Grandma's, Mr. Coffee, Café Bustelo, Quaker Foods, Office Snax, Charms, Tazo, Starbucks, Tea One, N'Joy, Georgia Pacific, Frito-Lay, Tiesta, Advantus, Fellowes, Bunn, Kar's, Homefree, Werther's Original, Emerald, Nestle Pure Life, Waterford, Equal, Vera Wang Wedgwood, Dixie, Kellogg's, Green Mountain, Melitta, Green Mountain Coffee, Eco-Products, Diamond, Bigelow Tea Company, Nabisco, Nestle Waters, LaCroix, Anchor Hocking, Splenda, Orgain, Nutiva, Wedgwood, Caf Bustelo, SugarIn The Raw, Nestle, Domino
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Product Type;identification;The 'Product Type' attribute refers to  the specific category or kind of product being described.;* Stick to Consistent Level of Detail:longest Substring Rule, without inclduing Features or advertisement;[Product Type Generalisation];"Give the Product Type EXACTLY ONE of the following:
- Coffee and Tea
- Beverages
- Snacks and Breakfast
- Kitchen and Accessories
- Sweeteners and Sugars
- Health Foods and Protein Powders";"* Coffee and Tea: Features a variety of coffee and tea options, including beans, grounds, tea bags, and brewing equipment.
* Beverages: Offers a wide selection of drinks, including bottled water, juices, energy and sports drinks.
* Snacks and Breakfast: Contains quick meal solutions like cereal bars, oatmeal, as well as assorted snacks such as cookies and nuts.
* Kitchen and Dining Accessories: Includes kitchen essentials like utensils, crockery, and specialized items for cooking and dining.
* Sweeteners and Sugars: Dedicated to sweetening agents, ranging from granulated sugar to natural and artificial sweeteners.
* Health Foods and Protein Powders: Focuses on health-conscious food options, including various protein powders and dietary supplements.";"[""Free Text""]";Free Text;95;0;Espresso, Tea, Natural sugar, Cups, Coffee, juice, No Calorie Sweetener, lollipops, Double Old Fashioned Glass, Hemp Protein Powder, Hard Candies, Pure sugar cane, Snack, Bud Vases, Soft & Chewy Mix, Barpac mixer, Coffeemaker, snacks, Immune Defense Drink Mix, Granulated Sugar, Blow Pops, sugar, Bread & Butter Plate, Bud Vase, Cocoa Roasted Almonds, Cereal Bars, Sugar Packets, Candy Honey Bunny Heart Tray, Coffee Pods, cup, cups, oatmeal, Tea For One, Tea Pods, Cookie, fruity snacks, Coffee and Tea Pods, Fruit-flavored water, candy, Blow pops, pure cane sugar, Sugar Portion Packets, Rocks Glass, Tea Saucer, Cookies, spring water, Footed Iced Tea, espresso ground coffee, water, Candy, Tea for One, BarPac Mixers, tea for one, Biscuit Barrel, Sparkling juices, Sparkling Juices, Brewmaster, coffee, Trail Mix, Cup, Shredder Lubricant, Shredder Oil & Lubricant, candies, Natural Sugar, Flavored Drink Mix, Hemp Protein, coffee pod, sparkling juices, Cold Beverage System, Breakfast Biscuits, Water, Spring Water, tea, Cereal Bar, Juice, Nuts, cookies, sparkling water, Sparkling Water, sparkling waters, Tea Brewmaster, Bean Protein Powder, fruit snack bars, Hot Cups, Plant Based Protein Powder, Tea For One set, Fruity Snacks, Oatmeal, teas, Sweetener, sandwich cookies, Pure Sugar Cane, Pistachios, Microwave Popcorn, snack
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Packing Type;functional;The 'Packing Type' of Groceries refers to the manner in which the item is packaged for transportation. ;"* Longest Substring and Completeness: If multiple packig types are in the product text, all are correct (E.g. ""Box"" and ""Bars"").";None;None;None;"[""Free Text""]";None;47;16,54;"Packets, packets, single-serving packs, Packs, Canisters, Bags, Can, Bottle, packs, K cup, Single-serve packs, Bars, Indv Wrapped, Bowl, box, resealable plastic liner, Bar, case, Packet, pack, Convenience Pack, Individually foil wrapped and nitrogen flushed, K-Cups, Tray, individually wrapped bars, Pack, Canister;, K-cups, gift box, K-Cup, n/a, kcup, Bag, individually wrapped, Snak Sak, Filterbag, Canister, Re-sealable Bag, Pouches, Pods, pods, Cup, pouches, Box, packet, pod, canister"
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Flavor;functional;The 'Flavor' attribute describes the sensory perception or characteristic taste of a food product. The flavor can also refer to the aromatic taste or mouthfeel of the product. ;"* Longest substring rule includes detailed description (""Sweet Vanilla"", not ""Vanilla"")";None;None;None;"[""Free Text""]";None;57;32,99;"Sweet Vanilla, Bloody Mary, rich, Wild Berry Hibiscus, Espresso, raw, chocolate chip, Apple-Cinnamon, Orange, Dark Roast, Chocolate Chip, Peanut Butter, Oatmeal Raisin, Chocolate Brownie and Vanilla Cr me, Pineapple, black, green and herbal, intense and smoky, Tropical Citrus Green, Vanilla Crème, Light Butter, Cocoa Roasted Almonds, Six Flavors, Light Roast, Vanilla, Plain, Key Lime, Nutter Butter and Oreo, CranGrape, Pouches Cherry Lemon Green Mighty, Dark French Roast, Cherry Lemon Green Tea, CranMango, Assorted Fruity, n/a, Sweet 'N Spicy; Mango Pineapple, natural, Apple Walnut, Mixed Berry, Medium Roast, Peanut Butter, Multiple flavors, Oreo, Mint Medley, Cranberry Apple, Orange and Spice, I Love Lemon, Sweet Dreams and Cozy Chamomile, Morning Harvest, Tangerine, Pistachios, Organic Spring Jasmine, Strawberry Kiwi, Wild Strawberry, Chocolate Chip, Double Chocolate Chip, French Roast Dark, espresso, Butter & Cream, Caramel, Blueberry, Original, double chocolate chip, Assorted, Chocolate Chip, Double Chocolate Chip, and Vanilla"
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Size/Weight;quantity;The 'Size/Weight' attribute refers to the size of the product, encompassing various aspects such as dimensions, weight, or volume. In the context of liquids, this attribute often includes the fluid capacity measured in ounces (oz).;"* Include all matching surface forms e.g. ""8-1 3/4 oz; 16-1 1/2 oz"" if more than one value in a sequence.";[Unit Conversion];"Convert and standardize Size/Weight measurements to grams (g)
Round the final value to the nearest full digit.
Output the final weight value as a single numeric figure in grams, without any unit indicator.
If the weight is mentioned in a unit other than oz, kg, or lbs (e.g. inches), leave it as is.";"1 oz = 28.3495g
1 lb = 453.592g
1kg = 1000g";"[""Free Text"", ""Numeric with Fraction"", ""Numeric with Decimal"", ""Numeric"", ""Numeric with Fraction with Unit"", ""Numeric with Decimal with Unit"", ""Numeric with Unit"", ";Numeric;52;25,56;"16.9 oz, 4/5 oz, 0.8 oz, 12.000 oz, 0.31 oz, 20 oz, 3.08 oz, 8-1 3/4 oz; 16-1 1/2 oz, 1.32 oz., 20oz., 8.4 oz, 1 1/2 oz, 0.18 oz, 14-3/4-oz, 5in, 9oz, 1.7 oz, 1.1 oz/0.95 oz/1.1 oz, 14-3/4 oz., 16 oz, 11 oz., 5 oz, 0.95 oz, 1.59 oz, 12 Ounce, 2.5oz, 2.64oz, 22 oz, n/a, 8.0 oz, 1 g, 1.3oz, 2.5 oz, 1 3/4oz, 1.5 oz, 3 lbs, 12 oz, 10 lb, 1.76 oz, 10lbs, 6in, 1.1 oz, 8 oz, 0.035 oz, 9 oz, 24 oz, 10 oz, 11-1/2 oz., 16oz, 32 oz, 0.1 oz, 2.03 Pound"
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Pack Quantity;quantity;The 'Pack Quantity' attribute refers to the number of portions/servings included in the product.;"* Longest Substring Rule: Include not only quanitity of single items, but also of Boxes/Packs etc. if applicable (e.g. ""1 Box per Case. 18 Pods per Box."") ";[Numeric Standardization];Extract the Pack Quantity as a single numeric number. If the Package Quantity is given as a word, extact the correspodnung number in numeric format.;"Consider the following pseudo code which could help you in normalizing the Pack Quantity as a single numeric value:
def translate_or_extract_number(input_string):
    # Mapping of number words to their numeric values
    number_words = {
        ""one"": 1, ""two"": 2, ""three"": 3, ""four"": 4, 
        ""five"": 5, ""six"": 6, ""seven"": 7, ""eight"": 8, 
        ""nine"": 9, ""ten"": 10, ""eleven"": 11, ""dozen"": 12
    }

    # Check if the input string is a number word
    if input_string.lower() in number_words:
        return number_words[input_string.lower()]

    # Check for numeric values in the string
    numeric_value = re.findall(r'\d+', input_string)
    if numeric_value:
        # Return the first numeric value found
        return int(numeric_value[0])

    # Return None if no number word or numeric value is found
    return ""n/a""";"[""Free Text"", ""Free Text with Numeric"", ""Numeric""]";Numeric;44;29,89;12/Carton, 15/Box, 1 Box per Case. 18 Pods per Box., 30 Bags per Box, 6 each per case, 12-Cup, 24, 3 Pack/Carton, 48/Box, 24 Containers per Case, 28 Bags/Flavor 168/Carton, 54, 40 Bottles/Carton, 48/Carton, 2000/Carton, 500 per Carton, 36, 1200 per Carton, 24/Box, 2000 Packets/Carton, 18 Pods/Box, 8/Pack, 14/Box, 50/PK, 50/Pack, 16/Box, 8 per Carton, 40 per carton, n/a, 6/Box, 6/Carton, 30/Box, 50 Cups Per Pack, 6/Pack, trio, 800/Box, 1, 30/Carton, 700/Box, 12 Packs/Box, 22/Box, 2000 per carton, 24/Carton, 100/Box
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Manufacturer Stock Number;identification;The 'Manufacturer Stock Number' uniquely identifies a product, distinguishing it from all other items produced by the manufacturer. Unlike the UPC, it is not standardised and may vary by country or region and is specific to the manufacturer and the particular item.;* Longest substring rule: include brand prefix if applicable (e.g. AVE74806);None;None;None;"[""Unique Numeric ID"", ""Unique Alphanumeric ID"", ""Unique Numeric ID with marks"", ""Unique Alphanumeric ID with marks"", ""Unique Alphanumeric ID""]";None;64;24,1;37300.0020, ECOEPBRHC20EWPK, FEL35250, TIE69913, TOO1034885, DXE5342CDPK, JDF-4S, MLA75415, TZO153966, KEB29665, OFX00086, MLA75412, OCS22712, OCS25924, MLC40028, EQL885328, CDB02908BX, LAY13256, KEB35645, OFX105511, OFX00097, MLC40027, BTC16578, JAV20700, NLE12252794, CDB15923, S3500016, DMN845354, NLE1039247, WRT039856, NJO1036601, OCS25904, NJO827820, OCS22722, DFD86364, LAY52347, LCX21241, SJX33GT, MLC40016, CDB07133, n/a, CDB05343, S3510016, HMF01305, MKL24003, NLE1039242, SCJ1080087, AVTSN3355, HMF01866, NLE12252793, HMF01948, OFX00063, QKR15504, NFG04738, JDF-4S-0020, S3500015, HMF01873, CDB00176, SGR827749, JOJ200094, DXE5356CD, ALA130319, AVTSN08361, FOL00050
Grocery And Gourmet Food;The 'Grocery and Gourmet Food' category encompasses a diverse array of edible products ranging from everyday food items and sweets to beverages such as water and tea.;Retail UPC;identification;"The 'Retail UPC' attribute stands for the ""Universal Product Code"" which consists of 12 numerical Digits. The first six to nine digits represent the company or manufacturer. This part of the UPC is assigned by a central organization, ensuring that each manufacturer has a unique identifier. The following digits (up to five) are the item number, assigned by the manufacturer to a specific product. This part differentiates each product from others made by the same manufacturer. The final digit is a check digit, used to verify that the UPC is valid. It's calculated based on the other digits in the code.";* 12-Digit Number;[Substring Extraction];Extract the Manufacturer Code from a Retail UPC by isolating digits 2 to 6. ;"Consider the following pseudo code which could help you in extracting the Manufacturer Code from a Retail UPC:
def retail_upc_to_manufacturer_code(upc_str):
    if upc_string:
        return upc_str[1:6]
    else:
        return ""n/a""";"[""Unique Numeric ID"", ""Unique Alphanumeric ID"", ""Unique Numeric ID with marks"", ""Unique Alphanumeric ID with marks"", ""Unique Alphanumeric ID""]";Unique Numeric ID;31;62,96;856924000639, 076314303199, 856924000974, 719098240037, 086631906980, 044800503187, 044000029098, 038000296659, 077034088243, 856924000868, 068274195396, 086631017723, 010300863649, 656252400282, 044000053437, 044000007133, 044000015923, 031200259240, 656252400275, 656252400169, n/a, 030000315507, 819898019199, 078731985712, 016000335509, 083046991778, 071142817801, 077511352508, 072310165786, 072799039844, 082846802215
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Product Type;identification;The 'Product Type' attribute refers to  the specific category or kind of product being described.;* Longest Substring Rule specifies the particular jewelry type if applicable.;[Product Type Generalisation];"Give the Product Type as EXACTLY ONE of the following:
- Rings/Bands
- Bracelets
- Necklace/Chain
- Earrings
- Miscellaneous";"* Rings/Bands: Encompasses a variety of rings and bands designed for weddings and engagements, including classic wedding bands, decorative halo rings, and stone-studded engagement rings that symbolize commitment and love.
* Bracelets: Features an array of wrist adornments from simple bangles to intricate gemstone bracelets, including flexible chain bracelets and rigid cuffs, suitable for a range of styles and occasions.
* Necklace/Chain: A collection of neckwear that includes simple chains, elegant gemstone necklaces, and various necklace styles that serve as both statement pieces and subtle accessories.
* Earrings: Comprises all forms of earrings, from studs to drops, suitable for casual wear or special events, adding a touch of elegance to any ensemble.
* Miscellaneous: A diverse category that includes a variety of items not strictly classified under the other categories, ranging from home décor pieces like vases and candlesticks to drinkware and personal accessories such as watches.";"[""Free Text""]";Free Text;61;0;Wedding band, Halo ring, Heart Box, fashion ring, Pilsners, Engagement Ring, Vase, Cuff, Gemstone bracelet, Wedding Band, Photo Frame, Necklace, Three stone engagement ring, bracelets, wedding bands, Bangle bracelet, Wedding Bands, Sidestone, Halo engagement ring, Frame, Platter, Brandy, Bud Vase, Bracelets, Chain, Gemstone necklace, Wedding bands, Engagement rings, Fashion Rings, ring, fashion rings, Hiball, Bangle, Gemstone bracelet, wedding ring, chain, Candlestick, necklaces, pilsners, earrings, Pilsner, Fashion rings, Picture Frame, Candlesticks, watch, Wedding Vows Flute, Heart Tray, Halo engagement ring, Wedding rings, bar essentials, Champagne Toasting Flutes, engagement rings, Halo Diamond Engagement Ring, Sidestone engagement ring, Necklaces, wedding band, Wedding Ring, engagement ring, Halo, Sidestone engagement ring, Flute, bracelet, flute, Earrings, Wedding ring, Perfume Bottle
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Gender;material_design;The 'Gender' Type defines to the intended audience or target demographic for a particular piece of jewelry based on traditional or cultural norms. ;"* Included all surface forms associated with Gender (i.e. ""she"", ""her"" in addition to ""Ladies"")";None;None;None;"[""Free Text""]";Free Text;7;39,57;she, Gents, Men's, her, Ladies, n/a, Women's
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Stones Type;stone;The 'Stones Type' attribute determines the type of gemstone or mineral used as the centerpiece or decorative element in a piece of jewelry. ;* Longest Substring Rule;None;None;None;"[""Free Text""]";None;11;69,58;Without stone, without stone, black diamond, n/a, Turquoise, Topaz, Quartz, Diamond, Quartz, Turquoise, diamond, Topaz, Surprise Stones, Gemstone
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Stone Shape;stone;The 'Stones Shape' attribute refers to the geometric or artistic shape and faceting style of a gemstone used in a piece of jewelry.;"* Longest Substring Rule: Include suffixes, ""cut"" and ""shaped"" are not the same";None;None;None;"[""Free Text""]";None;15;74,8;Oval-cut, Cushion-shaped, Round-shaped, Oval-shaped, Round-cut, Marquise-cut, Princess cut, princess, round, n/a, Princess-shaped, Emerald-shaped, Princess-cut, Round, Emerald
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Stones Setting;stone;The 'Stones Setting' attribute refers to the technique or method used to secure a gemstone or mineral into a piece of jewelry. The setting not only holds the stone in place but also plays a significant role in showcasing the gem's beauty, protecting it, and adding to the overall design of the jewelry.;"* Longest substring rule, do not include ""setting"" -> redundant ";None;None;None;"[""Free Text""]";None;17;72,4;Pave, prong, Prong Set, Burnished, shared prong, bezel, pave, n/a, Bezel-set, Prong, bridge, Prong-set, Bezel, v-tip prong, burnished, channel set, channel
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Metal Type;material_design;The 'Metal Type' attribute refers to the type of metal used to create the structural and decorative elements of a piece of jewelry. The choice of metal type significantly influences the overall appearance, durability, and value of the jewelry. ;* Longest subtring rule, include all specifics of the Metal Type;None;None;None;"[""Free Text"", ""Free Text with Numeric""]";None;29;15,04;platinum, 18k white gold, Platinum, 10k, 14k, 18k (white, yellow or rose gold), palladium 950 or platinum 950, Silver, Gold, Cobalt, Titanium, 14k yellow gold, cobalt, 18k yellow gold, 18k white gold, 18k white gold, 18k yellow gold, 18k yellow gold, 14k rose gold, 14k yellow gold, 14k white gold, Sterling silver (925), 18k rose gold, n/a, 10k white gold, gold, Stainless steel, 14k white gold, Sterling silver (925), 18k yellow gold plated, Palladium, 10k yellow gold, 14k rose gold, 14k white gold, silver, white, yellow and rose gold, palladium
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Stones Total Weight;stone;The 'Stones Total Weight' attribute refers to the combined weight of all the gemstones used in a particular piece of jewelry. This measurement is typically expressed in carats (ct) or other appropriate units of weight, depending on the gemstones' size and type.;* Include unit (ct);None;None;None;"[""Numeric with Unit""]";None;6;95,6;0.20 ct, 0.18 ct, 0.24 ct, n/a, 0.32 ct, 0.42 ct
Jewelry;The 'Jewelry' category features a wide assortment of adornments, including necklaces, bracelets, and rings. It is particularly focused on wedding bands.;Brand;identification;The 'Brand' attribute refers to the name of the company or manufacturer that produces or markets the product.;* Longest Substring Rule;[To Uppercase];Return the Brand in Uppercase Format;"Consider the following pseudo code which could help you in returning the Brand name in uppercae format:
def to_uppercase(brand_name): 
    if brand_name:
        return brand_name.upper()
    else:
        return ""n/a""";"[""Name""]";Name;14;0;Charles Garnier, Benchmark, Waterford, ArtCarved, Benchmar, Aucoin Hart Jewelers, Royal Albert, Beny Sofer, A. Jaffe, Hermes, Coast Diamond, CrownRing, Tacori, Royal Doulton
